Subject,Object
IUT Tremblay,University Institute of Technology
University Institute of Technology of Nantes,University Institute of Technology
Institut universitaire de technologie de Lorient,University Institute of Technology
Institut universitaire de technologie de Lannion,University Institute of Technology
short track speed skating at the 1988 Winter Olympics,Olympic sports discipline event
Ski jumping at the 1948 Winter Olympics,Olympic sports discipline event
Ski jumping at the 1960 Winter Olympics,Olympic sports discipline event
Nordic combined at the 1952 Winter Olympics,Olympic sports discipline event
Nordic combined at the 1960 Winter Olympics,Olympic sports discipline event
Ski jumping at the 1956 Winter Olympics,Olympic sports discipline event
Ski jumping at the 1932 Winter Olympics,Olympic sports discipline event
Nordic combined at the 1932 Winter Olympics,Olympic sports discipline event
Nordic combined at the 1928 Winter Olympics,Olympic sports discipline event
Rugby union at the 1908 Summer Olympics,Olympic sports discipline event
Rugby union at the 1900 Summer Olympics,Olympic sports discipline event
Chelmsford,district with city status
Dacorum,non-metropolitan district
Scarborough,non-metropolitan district
Chelmsford,non-metropolitan district
Sulphur Spring,spring
Gray Bulger Geyser,geyser
Steady Geyser,geyser
Lioness Geyser,geyser
Little Cub Geyser,geyser
West Triplet Geyser,geyser
Sulphur Spring,geyser
Pink Cone Geyser,geyser
Penta Geyser,geyser
Lone Star Geyser,geyser
Jewel Geyser,geyser
Fishing Cone,geyser
Ivakhnivtsi Forest,landscape reserve
Chakhivskyi nature reserve,landscape reserve
Unava Reserve,landscape reserve
Tarutyns'kyj steppe,landscape reserve
University of New Hampshire School of Law,law school
University of Montana School of Law,law school
University of Massachusetts School of Law,law school
University of Kentucky College of Law,law school
University of Idaho College of Law,law school
University of Edinburgh School of Law,law school
University of Calgary Faculty of Law,law school
The Speyside distillery,whisky distillery
Immune Response and Development in Insects,Unité Propre de Recherche
Laboratory of Theoretical Biochemistry,Unité Propre de Recherche
Immunopathologie et Chimie Thérapeutique,Unité Propre de Recherche
Shomron Regional Council,Israeli settlement
Spauregg,Ansitz
Schloss Amberg,Ansitz
Ansitz Sonnenburg,Ansitz
Burg Schönweer,Ansitz
Ansitz Herzoghof Krems,Ansitz
Pylons,web framework
Panda3D,game engine
Panda3D,application
Pylons,free software
id Tech 3,game engine
Quake engine,game engine
Blender,game engine
id Tech 3,free software
Kigo,application
KGoldrunner,application
KFourInLine,application
KDiamond,application
KBreakout,application
KBlocks,application
KBlackbox,application
Kapman,application
Kajongg,application
Granatier,application
KNetWalk,application
Konquest,application
KTuberling,application
Open Telecom Platform,free software
acetone,chemical compound
acetaldehyde,chemical compound
acetone,chemical compound
acetaldehyde,chemical compound
"(E)-2,3-didehydropristanoyl-CoA",chemical compound
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",chemical compound
3-oxotetracosanoyl-CoA,chemical compound
3-oxodocosanoyl-CoA,chemical compound
3-oxoicosanoyl-CoA,chemical compound
3-hydroxytetracosanoyl-CoA,chemical compound
3-hydroxydocosanoyl-CoA,chemical compound
3-hydroxyicosanoyl-CoA,chemical compound
"(E)-2,3-didehydropristanoyl-CoA",fatty acyl-CoA
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",fatty acyl-CoA
3-oxotetracosanoyl-CoA,fatty acyl-CoA
3-oxodocosanoyl-CoA,fatty acyl-CoA
3-oxoicosanoyl-CoA,fatty acyl-CoA
3-hydroxytetracosanoyl-CoA,fatty acyl-CoA
3-hydroxydocosanoyl-CoA,fatty acyl-CoA
3-hydroxyicosanoyl-CoA,fatty acyl-CoA
starch,food ingredient
citric acid,acidity regulator
eugenol,chemical compound
citric acid,chemical compound
curry powder,food ingredient
fried rice,food ingredient
ras el hanout,food ingredient
egg white,food ingredient
eugenol,food ingredient
semolina,food ingredient
citric acid,food ingredient
egg,food ingredient
cidofovir,chemical compound
cocaine,Developmental Toxicant
aspirin,Developmental Toxicant
cocaine,Female reproductive toxicant
aspirin,combustible powder
cocaine,controlled substance
aspirin,essential medicine
haloperidol,medication
cocaine,medication
alpha-linolenic acid,unsaturated fatty acids
crotonic acid,carboxylic acid
alpha-linolenic acid,medication
crotonic acid,chemical compound
erucic acid,chemical compound
elaidic acid,chemical compound
arachidonic acid,chemical compound
valsartan,carboxylic acid
tretinoin,carboxylic acid
adapalene,medication
valsartan,medication
fexofenadine,chemical compound
epoprostenol,chemical compound
adapalene,chemical compound
valsartan,chemical compound
tretinoin,chemical compound
"Brownfield Historical Society, Maine",historical society
"Brooksville Historical Society, Maine",historical society
"Brooks Historical Society, Maine",historical society
"Border Historical Society, Maine",historical society
"Blue Hill Historical Society, Maine",historical society
"Belgrade Historical Society, Maine",historical society
"Bayside Historical Preservation Society, Maine",historical society
"Baldwin Historical Society, Maine",historical society
Iwate Prefectural Library,prefectural library of Japan
Yamanashi Prefectural Library,prefectural library of Japan
Yamagata Prefectural Library,prefectural library of Japan
Toyama Prefectural Library,prefectural library of Japan
Miyazaki Prefectural Library,prefectural library of Japan
Osaka Prefectural Yuhigaoka Library,prefectural library of Japan
Hardwick Hall,art museum
Wierickerschans,fort
Kröller-Müller Museum,national museum
Kröller-Müller Museum,sculpture garden
Cygwin,Unix-like
Cabinet of Otto Liebe,Cabinet of Denmark
Cabinet of Madsen-Mygdal,Cabinet of Denmark
Cabinet of M.P. Friis,Cabinet of Denmark
Cabinet of Hall II,Cabinet of Denmark
Cabinet of Reedtz-Thott,Cabinet of Denmark
Lille school of journalism - École supérieure de journalisme de Lille,educational institution
4th term of the Senate of the Republic of Poland,legislative term
3rd term of the Senate of the Republic of Poland,legislative term
8th term of the Sejm of the Republic of Poland,legislative term
5th term of the Senate of the Republic of Poland,legislative term
Mantodea Species File ID,Wikidata property related to insects and entomology
Coreoidea Species File ID,Wikidata property related to insects and entomology
Cockroach Species File ID,Wikidata property related to insects and entomology
Mantodea Species File ID,Wikidata property to identify taxa
Coreoidea Species File ID,Wikidata property to identify taxa
Cockroach Species File ID,Wikidata property to identify taxa
Sant'Agata,minor basilica
Green damask wall hangings,set of wall hangings
Green damask wall hangings,set of wall hangings
Green damask wall hangings,set of wall hangings
Green damask wall hangings,set of wall hangings
Green damask wall hangings,wall hanging
Green damask wall hangings,wall hanging
Flintshire,historic county of the United Kingdom
Merionethshire,historic county of the United Kingdom
Orkney Islands,historic county of the United Kingdom
Shetland Islands,historic county of the United Kingdom
Cumberland,historic county of the United Kingdom
Sussex,historic county of the United Kingdom
Westmorland,historic county of the United Kingdom
Middlesex,historic county of the United Kingdom
Yorkshire,historic county of the United Kingdom
Bergwerk Käpfnach,memory institution
1979 ABN World Tennis Tournament,tennis tournament edition
2006 ABN AMRO World Tennis Tournament,tennis tournament edition
2011 ABN AMRO World Tennis Tournament,tennis tournament edition
2007 ABN AMRO World Tennis Tournament,tennis tournament edition
2008 Toray Pan Pacific Open,tennis tournament edition
2011 Toray Pan Pacific Open,tennis tournament edition
2005 Toray Pan Pacific Open,tennis tournament edition
2009 Toray Pan Pacific Open,tennis tournament edition
2007 Toray Pan Pacific Open,tennis tournament edition
2012 Toray Pan Pacific Open,tennis tournament edition
2002 Toray Pan Pacific Open,tennis tournament edition
1997 Toray Pan Pacific Open,tennis tournament edition
2010 Toray Pan Pacific Open,tennis tournament edition
1993 Internationaux de Strasbourg,tennis tournament edition
2011 Internationaux de Strasbourg,tennis tournament edition
1994 Open Gaz de France,tennis tournament edition
1987 Pilot Pen Classic,tennis tournament edition
1986 Pilot Pen Classic,tennis tournament edition
2013 Copa Colsanitas,tennis tournament edition
2008 Copa Colsanitas,tennis tournament edition
2003 Copa Colsanitas,tennis tournament edition
2001 Copa Colsanitas,tennis tournament edition
2009 Pilot Pen Tennis,tennis tournament edition
2008 Pilot Pen Tennis,tennis tournament edition
2007 Pilot Pen Tennis,tennis tournament edition
2004 Pilot Pen Tennis,tennis tournament edition
2003 Pilot Pen Tennis,tennis tournament edition
2001 Pilot Pen Tennis,tennis tournament edition
2012 New Haven Open at Yale,tennis tournament edition
2018 Connecticut Open,WTA New Haven
2017 Connecticut Open,WTA New Haven
2016 Connecticut Open,WTA New Haven
2015 Connecticut Open,WTA New Haven
2014 Connecticut Open,WTA New Haven
2009 Pilot Pen Tennis,WTA New Haven
2008 Pilot Pen Tennis,WTA New Haven
Neapoli,Parish of Nicosia Municipality
Chaïdar Pasa,Parish of Nicosia Municipality
Machmout Pasa,Parish of Nicosia Municipality
Chrysaliniotissa,Parish of Nicosia Municipality
Agios Ioannis,Parish of Nicosia Municipality
Omerie,Parish of Nicosia Municipality
Faneromeni,Parish of Nicosia Municipality
Agia Sofia,Parish of Nicosia Municipality
"Tabakhane, Nicosia",Parish of Nicosia Municipality
"Taht-el-kale, Nicosia",Parish of Nicosia Municipality
protactinium-234,isotope of protactinium
protactinium-233,isotope of protactinium
protactinium-232,isotope of protactinium
protactinium-231,isotope of protactinium
protactinium-230,isotope of protactinium
protactinium-229,isotope of protactinium
protactinium-228,isotope of protactinium
protactinium-227,isotope of protactinium
protactinium-226,isotope of protactinium
protactinium-225,isotope of protactinium
protactinium-224,isotope of protactinium
protactinium-223,isotope of protactinium
protactinium-222,isotope of protactinium
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Novel Coronavirus,report
Lingua Ignota,language
Blissymbols,language
Dothraki language,constructed language
Bolak,constructed language
Atlantean,constructed language
Poliespo,constructed language
Lingua Ignota,constructed language
Black Speech,constructed language
Lincos,constructed language
Blissymbols,constructed language
"Wachauerhof, Wien",multiple dwellings
Schüttauhof,multiple dwellings
Karl-Volkert-Hof,multiple dwellings
Strindberghof,multiple dwellings
Josef-Scheu-Hof,multiple dwellings
Karl-Höger-Hof,multiple dwellings
Dr.-Franz-Klein-Hof,multiple dwellings
Anton-Schrammel-Hof,multiple dwellings
"Gemeindebau Breitenseer Straße 106-108, Penzing",Gemeindebau
Maria-Franc-Hof,Gemeindebau
Strindberghof,Gemeindebau
Pestalozzi-Hof,Gemeindebau
Josef-Wiedermann-Hof,Gemeindebau
Kunst am Bau im Kopenhagen-Hof,Gemeindebau
Josef-Scheu-Hof,Gemeindebau
Karl-Höger-Hof,Gemeindebau
Dr.-Franz-Klein-Hof,Gemeindebau
Bebelhof,Gemeindebau
Arthur-Schnitzler-Hof,Gemeindebau
Anton-Schrammel-Hof,Gemeindebau
2016 World Single Distance Speed Skating Championships – Women's 500 metres,racing
2016 World Single Distance Speed Skating Championships – Men's mass start,racing
2016 World Single Distance Speed Skating Championships – Men's 500 metres,racing
2016 World Single Distance Speed Skating Championships – Women's 1500 metres,racing
2016 World Single Distance Speed Skating Championships – Women's team pursuit,racing
2016 World Single Distance Speed Skating Championships – Men's 5000 metres,racing
2016 World Single Distance Speed Skating Championships – Women's 5000 metres,racing
Twentieth Conference on Neural Information Processing Systems,academic conference
Twenty-Second Annual Conference on Neural Information Processing Systems,academic conference
Twenty-fourth Conference on Neural Information Processing Systems,academic conference
Twenty-fifth Conference on Neural Information Processing Systems,academic conference
Twenty-eighth Conference on Neural Information Processing Systems,academic conference
Twenty-ninth Conference on Neural Information Processing Systems,academic conference
Thirty-seventh International Conference on Machine Learning,academic conference
"The 42nd IEEE International Conference on Acoustics, Speech and Signal Processing",academic conference
Digital Humanities 2018,academic conference
Digital Humanities 2020,academic conference
The 2018 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,academic conference
The 55th annual meeting of the Association for Computational Linguistics,academic conference
The 22nd ACM Conference on Computer-Supported Cooperative Work and Social Computing,academic conference
6th International Conference on Computational Social Science,academic conference
"Grave Concerns: Death, Landscape, and Locality in Medieval Society",academic conference
